Month,Rank,Title,Author,Publisher,Sales Point,Publication Month
7월,93,달과 6펜스,서머싯 몸,민음사,"46,094",2000년 6월
7월,94,인간 실격 (오리지널 초판본 표지 디자인),다자이 오사무,코너스톤,세일즈 포인트 정보 없음,2022년 1월
7월,95,호밀밭의 파수꾼,제롬 데이비드 샐린저,민음사,"74,478",2023년 1월
7월,96,동물농장 (오리지널 초판본 표지 디자인),조지 오웰,코너스톤,"24,336",2020년 6월
7월,97,은랑전,켄 리우,황금가지,"4,642",2024년 6월
7월,98,릴리 슈슈의 모든 것,이와이 슌지,아오키서점,세일즈 포인트 정보 없음,2023년 5월
7월,99,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",이치조 미사키,모모,"44,389",2021년 6월
7월,100,살육에 이르는 병,아비코 다케마루,검은숲,세일즈 포인트 정보 없음,2016년 7월
8월,1,이중 하나는 거짓말,김애란,문학동네,"135,149",2024년 8월
8월,2,영원한 천국,정유정,은행나무,"80,267",2024년 8월
8월,3,푸른 들판을 걷다,클레어 키건,다산책방,"43,122",2024년 8월
8월,4,데뷔 못 하면 죽는 병 걸림 3부 초판 한정 굿즈박스 세트 - 전4권,백덕수,위시북스(KW북스),세일즈 포인트 정보 없음,2024년 12월
8월,5,헬로 뷰티풀,앤 나폴리타노,복복서가,세일즈 포인트 정보 없음,2024년 8월
8월,6,당신이 누군가를 죽였다,히가시노 게이고,북다,"67,552",2024년 7월
8월,7,백설공주에게 죽음을 (특별판),넬레 노이하우스,북로드,"15,105",2024년 5월
8월,8,모순,양귀자,쓰다,"165,396",2013년 4월
8월,9,하늘과 땅 식료품점,제임스 맥브라이드,미래지향,"14,018",2024년 8월
8월,10,가연물,요네자와 호노부,리드비,"12,589",2024년 8월
8월,11,옆집 천사님 때문에 어느샌가 인간적으로 타락한 사연 9 (특별한정판),사에키상,데이즈엔터(주),세일즈 포인트 정보 없음,2024년 9월
8월,12,사랑과 결함,예소연,문학동네,"19,975",2024년 7월
8월,14,데뷔 못 하면 죽는 병 걸림 3부 초판 양장본 세트 - 전4권,백덕수,위시북스(KW북스),세일즈 포인트 정보 없음,2024년 12월
8월,16,비 그친 오후의 헌책방,야기사와 사토시,다산책방,"24,739",2024년 8월
8월,17,리틀 라이프 1,한야 야나기하라,시공사,"65,757",2016년 6월
8월,18,두 사람의 인터내셔널,김기태,문학동네,"62,847",2024년 5월
8월,19,우리에게 남은 시간 46일,이설,하이스트,"18,137",2024년 2월
8월,20,음악소설집 音樂小說集,김애란,프란츠,"37,545",2024년 6월
8월,21,언젠가 우리가 같은 별을 바라본다면,차인표,해결책,"134,819",2021년 12월
8월,22,이처럼 사소한 것들,클레어 키건,다산책방,"236,370",2023년 11월
8월,23,절망과 열정의 시대,곽재식,구픽,세일즈 포인트 정보 없음,2024년 8월
8월,24,리틀 라이프 2,한야 야나기하라,시공사,"52,687",2016년 6월
8월,25,홍학의 자리,정해연,엘릭시르,"45,113",2021년 7월
8월,26,사라진 서점,이비 우즈,인플루엔셜(주),"9,495",2024년 7월
8월,27,네가 유성처럼 스러지는 모습을 지켜볼 운명이었다,미나토 쇼,필름(Feelm),세일즈 포인트 정보 없음,2024년 7월
8월,28,"소설, 한국을 말하다",장강명,은행나무,세일즈 포인트 정보 없음,2024년 8월
8월,29,홀리,스티븐 킹,황금가지,"7,615",2024년 8월
8월,30,구의 증명,최진영,은행나무,"70,465",2023년 4월
8월,31,철도원 삼대,황석영,창비,"26,812",2020년 6월
8월,32,세상의 마지막 기차역 (리커버 에디션),무라세 다케시,모모,"54,758",2022년 5월
8월,33,오렌지와 빵칼,청예,허블,"16,628",2024년 7월
8월,34,데미안 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"93,420",2017년 1월
8월,35,괴테와의 대화,요한 페터 에커만,동서문화동판(동서문화사),세일즈 포인트 정보 없음,2007년 8월
8월,36,맡겨진 소녀,클레어 키건,다산책방,"86,363",2023년 4월
8월,38,생의 이면,이승우,문학동네,"7,209",2024년 9월
8월,39,침묵의 세계,막스 피카르트,까치,세일즈 포인트 정보 없음,2010년 7월
8월,40,인간 실격,다자이 오사무,민음사,"81,492",2004년 5월
8월,41,바닷가의 루시,엘리자베스 스트라우트,문학동네,"5,542",2024년 8월
8월,42,흐르는 강물처럼,셸리 리드,다산책방,"44,205",2024년 1월
8월,43,나의 돈키호테,김호연,나무옆의자,"34,665",2024년 4월
8월,44,파친코 (합본 한정판),이민진,인플루엔셜(주),"15,949",2023년 12월
8월,45,괴테와의 대화 1,요한 페터 에커만,민음사,"13,003",2008년 5월
8월,46,1984,조지 오웰,민음사,"68,228",2003년 6월
8월,47,탕비실,이미예,한끼,"21,400",2024년 7월
8월,48,무직전생 1,리후진 나 마고노테,학산문화사(라이트노벨),세일즈 포인트 정보 없음,2024년 8월
8월,49,라비우와 링과,김서해,위즈덤하우스,세일즈 포인트 정보 없음,2024년 8월
8월,50,우리가 겨울을 지나온 방식 (리커버),문미순,나무옆의자,"15,342",2023년 5월
8월,51,참을 수 없는 존재의 가벼움,밀란 쿤데라,민음사,세일즈 포인트 정보 없음,2018년 6월
8월,52,열세 번째 배심원,스티브 캐버나,북로드,세일즈 포인트 정보 없음,2019년 3월
8월,53,"소년이 온다 (10주년 한정 특별판, 양장)",한강,창비,"46,057",2014년 5월
8월,54,옐로페이스,R. F. 쿠앙,문학사상,"4,935",2024년 8월
8월,55,파과 (리커버),구병모,위즈덤하우스,"39,243",2018년 4월
8월,56,싯다르타,헤르만 헤세,민음사,"56,030",2002년 1월
8월,57,멜라닌,하승민,한겨레출판,세일즈 포인트 정보 없음,2024년 7월
8월,58,달리는 말,미시마 유키오,민음사,세일즈 포인트 정보 없음,2024년 7월
8월,59,천 개의 파랑,천선란,허블,"37,844",2020년 8월
8월,60,마녀와의 7일,히가시노 게이고,현대문학,"19,373",2024년 6월
8월,61,불편한 편의점 (벚꽃 에디션),김호연,나무옆의자,"186,097",2021년 4월
8월,62,적산가옥의 유령,조예은,현대문학,"11,527",2024년 6월
8월,63,가끔씩 툭하고 러시아어로 부끄러워하는 옆자리의 아랴 양 7 (특별판),SUN SUN SUN,디앤씨미디어(주)(D&C미디어),세일즈 포인트 정보 없음,2024년 8월
8월,64,포스 윙,레베카 야로스,북폴리오,세일즈 포인트 정보 없음,2024년 6월
8월,65,스티븐 킹 마스터 클래스,베브 빈센트,황금가지,"2,298",2024년 8월
8월,67,십계,유키 하루오,블루홀식스(블루홀6),세일즈 포인트 정보 없음,2024년 7월
8월,68,내게 빌어봐 1~4 리미티드 에디션 박스 세트,리베냐,마카롱,세일즈 포인트 정보 없음,2024년 8월
8월,69,아이가 없는 집,알렉스 안도릴,필름(Feelm),세일즈 포인트 정보 없음,2024년 6월
8월,70,작은 땅의 야수들,김주혜,다산책방,"122,660",2023년 6월
8월,71,국립존엄보장센터,남유하,서해문집,세일즈 포인트 정보 없음,2022년 5월
8월,72,수레바퀴 아래서 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"42,009",2017년 1월
8월,73,아몬드,손원평,다즐링,세일즈 포인트 정보 없음,2023년 7월
8월,74,1984 (오리지널 초판본 표지 디자인),조지 오웰,코너스톤,"31,243",2020년 6월
8월,75,빛이 이끄는 곳으로,백희성,북로망스,"36,437",2024년 8월
8월,76,삼체 1~3 세트 - 전3권,류츠신,자음과모음,"37,575",2020년 7월
8월,77,파친코 1,이민진,인플루엔셜(주),"51,492",2022년 7월
8월,78,현자의 제자를 자칭하는 현자 20,류센 히로츠구,㈜소미미디어,세일즈 포인트 정보 없음,2024년 8월
8월,79,파친코 2,이민진,인플루엔셜(주),"49,799",2022년 8월
8월,80,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"36,452",2021년 5월
8월,81,채식주의자 (리마스터판),한강,창비,"930,168",2022년 3월
8월,82,속삭임 우묵한 정원,배수아,은행나무,"10,311",2024년 7월
8월,84,이방인,알베르 카뮈,민음사,"58,642",2019년 9월
8월,85,삼체 1부 : 삼체문제,류츠신,자음과모음,"22,163",2022년 2월
8월,86,지구 끝의 온실,김초엽,자이언트북스,"45,617",2021년 8월
8월,87,우치다 햣켄 기담집,우치다 햣켄,글항아리,세일즈 포인트 정보 없음,2024년 8월
8월,88,괴테와의 대화 2,요한 페터 에커만,민음사,"7,877",2008년 5월
8월,90,회색 인간,김동식,요다,"45,227",2017년 12월
8월,91,이반 일리치의 죽음,레프 니콜라예비치 톨스토이,창비,세일즈 포인트 정보 없음,2012년 10월
8월,92,못해 그리고 안 할 거야,리디아 데이비스,에트르,세일즈 포인트 정보 없음,2024년 7월
8월,93,데미안,헤르만 헤세,민음사,"103,297",2000년 12월
8월,94,불편한 편의점 2 (단풍 에디션),김호연,나무옆의자,"55,894",2022년 8월
8월,95,고요의 바다에서,에밀리 세인트존 맨델,열린책들,"7,947",2024년 7월
8월,97,아주 희미한 빛으로도,최은영,문학동네,"79,454",2023년 8월
8월,99,삼국지 원전 완역판 세트 - 전10권,요시카와 에이지,코너스톤,"25,828",2020년 3월
8월,100,한국이 싫어서,장강명,민음사,"13,821",2015년 5월
9월,1,이중 하나는 거짓말,김애란,문학동네,"135,149",2024년 8월
9월,2,언젠가 우리가 같은 별을 바라본다면,차인표,해결책,"134,819",2021년 12월
9월,3,영원한 천국,정유정,은행나무,"80,267",2024년 8월
9월,4,빛이 이끄는 곳으로,백희성,북로망스,"36,437",2024년 8월
9월,5,너머의 세계,유린,고블,세일즈 포인트 정보 없음,2024년 9월
9월,6,대온실 수리 보고서,김금희,창비,"82,050",2024년 10월
9월,7,모순,양귀자,쓰다,"165,396",2013년 4월
9월,8,우연은 비켜 가지 않는다,줄리언 반스,다산책방,"38,300",2024년 9월
9월,9,리틀 라이프 1,한야 야나기하라,시공사,"65,757",2016년 6월
9월,10,파친코 (합본 한정판),이민진,인플루엔셜(주),"15,949",2023년 12월
9월,11,당신이 누군가를 죽였다,히가시노 게이고,북다,"67,552",2024년 7월
9월,12,푸른 들판을 걷다,클레어 키건,다산책방,"43,122",2024년 8월
9월,13,파친코 1,이민진,인플루엔셜(주),"51,492",2022년 7월
9월,14,파친코 2,이민진,인플루엔셜(주),"49,799",2022년 8월
9월,15,리틀 라이프 2,한야 야나기하라,시공사,"52,687",2016년 6월
9월,16,면도날,서머싯 몸,민음사,"35,296",2009년 6월
9월,17,데뷔 못 하면 죽는 병 걸림 3부 초판 한정 굿즈박스 세트 - 전4권,백덕수,위시북스(KW북스),세일즈 포인트 정보 없음,2024년 12월
9월,18,백설공주에게 죽음을 (특별판),넬레 노이하우스,북로드,"15,105",2024년 5월
9월,19,두 사람의 인터내셔널,김기태,문학동네,"62,847",2024년 5월
9월,20,지구별 인간,무라타 사야카,비채,"14,193",2022년 9월
9월,21,빛과 멜로디,조해진,문학동네,"19,020",2024년 8월
9월,22,이처럼 사소한 것들,클레어 키건,다산책방,"236,370",2023년 11월
9월,23,삼체 1~3 세트 - 전3권,류츠신,자음과모음,"37,575",2020년 7월
9월,24,참 좋았더라,김탁환,남해의봄날,세일즈 포인트 정보 없음,2024년 9월
9월,25,데미안 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"93,420",2017년 1월
9월,26,구의 증명,최진영,은행나무,"70,465",2023년 4월
9월,27,홍학의 자리,정해연,엘릭시르,"45,113",2021년 7월
9월,28,사랑과 결함,예소연,문학동네,"19,975",2024년 7월
9월,29,인간 실격,다자이 오사무,민음사,"81,492",2004년 5월
9월,30,싯다르타,헤르만 헤세,민음사,"56,030",2002년 1월
9월,32,소설 보다 : 가을 2024,권희진,문학과지성사,"9,630",2024년 9월
9월,33,세상의 마지막 기차역 (리커버 에디션),무라세 다케시,모모,"54,758",2022년 5월
9월,34,청과 부동명왕,미야베 미유키,북스피어,세일즈 포인트 정보 없음,2024년 9월
9월,35,음악소설집 音樂小說集,김애란,프란츠,"37,545",2024년 6월
9월,36,데미안,헤르만 헤세,민음사,"103,297",2000년 12월
9월,37,흐르는 강물처럼,셸리 리드,다산책방,"44,205",2024년 1월
9월,38,가연물,요네자와 호노부,리드비,"12,589",2024년 8월
9월,39,나의 눈부신 친구 (리커버 특별판),엘레나 페란테,한길사,"15,752",2016년 7월
9월,40,맡겨진 소녀,클레어 키건,다산책방,"86,363",2023년 4월
9월,41,남은 인생 10년,코사카 루카,모모,"11,793",2024년 3월
9월,42,1984 (오리지널 초판본 표지 디자인),조지 오웰,코너스톤,"31,243",2020년 6월
9월,44,67번째 천산갑,천쓰홍,민음사,세일즈 포인트 정보 없음,2024년 9월
9월,45,용의자 X의 헌신,히가시노 게이고,재인,"32,422",2017년 8월
9월,46,탕비실,이미예,한끼,"21,400",2024년 7월
9월,47,참을 수 없는 존재의 가벼움,밀란 쿤데라,민음사,세일즈 포인트 정보 없음,2018년 6월
9월,48,브람스를 좋아하세요...,프랑수아즈 사강,민음사,"38,839",2008년 5월
9월,49,이방인,알베르 카뮈,민음사,"58,642",2019년 9월
9월,50,나는 소망한다 내게 금지된 것을,양귀자,쓰다,"41,368",2019년 4월
9월,52,1984,조지 오웰,민음사,"68,228",2003년 6월
9월,53,헬로 뷰티풀,앤 나폴리타노,복복서가,세일즈 포인트 정보 없음,2024년 8월
9월,55,우리에게 남은 시간 46일,이설,하이스트,"18,137",2024년 2월
9월,56,여전히 나는,다비드 칼리,오후의소묘,"6,445",2024년 9월
9월,57,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"36,452",2021년 5월
9월,58,홀리,스티븐 킹,황금가지,"7,615",2024년 8월
9월,59,생의 이면,이승우,문학동네,"7,209",2024년 9월
9월,60,숨겨진 건 죽음,앤서니 호로위츠,열린책들,"4,813",2024년 8월
9월,61,소드 오라토리아 14 (한정판),오모리 후지노,㈜소미미디어,세일즈 포인트 정보 없음,2024년 9월
9월,62,수레바퀴 아래서 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"42,009",2017년 1월
9월,63,삼체 1부 : 삼체문제,류츠신,자음과모음,"22,163",2022년 2월
9월,64,급류,정대건,민음사,"61,761",2022년 12월
9월,65,히카루가 죽은 여름 1 (특장판),누카가 미오,디앤씨미디어(주)(D&C미디어),세일즈 포인트 정보 없음,2024년 9월
9월,66,2024 제15회 젊은작가상 수상작품집,김멜라,문학동네,"40,429",2024년 3월
9월,67,데뷔 못 하면 죽는 병 걸림 3부 초판 양장본 세트 - 전4권,백덕수,위시북스(KW북스),세일즈 포인트 정보 없음,2024년 12월
9월,68,"소년이 온다 (10주년 한정 특별판, 양장)",한강,창비,"46,057",2014년 5월
9월,70,파과 (리커버),구병모,위즈덤하우스,"39,243",2018년 4월
9월,71,"칵테일, 러브, 좀비 (리커버)",조예은,안전가옥,"34,394",2020년 4월
9월,72,우리가 겨울을 지나온 방식 (리커버),문미순,나무옆의자,"15,342",2023년 5월
9월,73,말하고 싶은 비밀,사쿠라 이이요,모모,"18,718",2023년 12월
9월,74,이반 일리치의 죽음,레프 니콜라예비치 톨스토이,창비,세일즈 포인트 정보 없음,2012년 10월
9월,75,철도원 삼대,황석영,창비,"26,812",2020년 6월
9월,76,비 그친 오후의 헌책방,야기사와 사토시,다산책방,"24,739",2024년 8월
9월,77,카스트라토 : 거세당한 자,표창원,&(앤드),"6,490",2024년 9월
9월,78,불편한 편의점 (벚꽃 에디션),김호연,나무옆의자,"186,097",2021년 4월
9월,79,보이지 않는 친구 1,스티븐 크보스키,북로드,세일즈 포인트 정보 없음,2021년 8월
9월,80,달과 6펜스,서머싯 몸,민음사,"46,094",2000년 6월
9월,81,악의,히가시노 게이고,현대문학,"17,699",2019년 7월
9월,82,단 한 사람,최진영,한겨레출판,세일즈 포인트 정보 없음,2023년 9월
9월,83,채식주의자 (리마스터판),한강,창비,"930,168",2022년 3월
9월,85,악마의 계약서는 만기 되지 않는다,리러하,팩토리나인,"6,179",2022년 8월
9월,86,보이지 않는 친구 2,스티븐 크보스키,북로드,세일즈 포인트 정보 없음,2021년 8월
9월,87,아주 희미한 빛으로도,최은영,문학동네,"79,454",2023년 8월
9월,88,이효석문학상 수상작품집 2024,손보미,북다,"4,609",2024년 8월
9월,89,"나, 버지니아 울프",수사네 쿠렌달,어크로스,세일즈 포인트 정보 없음,2023년 1월
9월,90,종의 기원,정유정,은행나무,"45,907",2016년 5월
9월,91,오렌지와 빵칼,청예,허블,"16,628",2024년 7월
9월,92,트리플 세븐,이사카 고타로,알에이치코리아(RHK),세일즈 포인트 정보 없음,2024년 9월
9월,93,내일의 엔딩,김유나,창비,"1,540",2024년 9월
9월,94,노르웨이의 숲,무라카미 하루키,민음사,세일즈 포인트 정보 없음,2017년 8월
9월,95,미키7 완전판 세트 - 전2권,에드워드 애슈턴,황금가지,세일즈 포인트 정보 없음,2023년 11월
9월,96,호밀밭의 파수꾼,제롬 데이비드 샐린저,민음사,"74,478",2023년 1월
9월,97,불편한 편의점 2 (단풍 에디션),김호연,나무옆의자,"55,894",2022년 8월
9월,98,아이가 없는 집,알렉스 안도릴,필름(Feelm),세일즈 포인트 정보 없음,2024년 6월
9월,99,삼국지 원전 완역판 세트 - 전10권,요시카와 에이지,코너스톤,"25,828",2020년 3월
9월,100,죄와 벌 1,표도르 도스토옙스키,민음사,"20,065",2012년 3월
10월,1,소년이 온다,한강,창비,"1,544,378",2014년 5월
10월,2,작별하지 않는다,한강,문학동네,"1,025,288",2021년 9월
10월,3,채식주의자 (리마스터판),한강,창비,"930,168",2022년 3월
10월,4,흰,한강,문학동네,"333,522",2018년 4월
10월,6,희랍어 시간,한강,문학동네,"202,986",2011년 11월
10월,8,여수의 사랑,한강,문학과지성사,"76,845",2018년 11월
10월,9,"바람이 분다, 가라",한강,문학과지성사,"91,007",2010년 2월
10월,10,작은 땅의 야수들,김주혜,다산책방,"122,660",2023년 6월
10월,11,내 여자의 열매,한강,문학과지성사,"51,537",2018년 11월
10월,12,이중 하나는 거짓말,김애란,문학동네,"135,149",2024년 8월
10월,13,노랑무늬영원,한강,문학과지성사,"46,587",2018년 11월
10월,14,검은 사슴,한강,문학동네,"54,028",2017년 12월
10월,15,대도시의 사랑법,박상영,창비,"42,271",2019년 6월
10월,16,눈물상자,한강,문학동네,"41,439",2008년 5월
10월,17,모순,양귀자,쓰다,"165,396",2013년 4월
10월,18,언젠가 우리가 같은 별을 바라본다면,차인표,해결책,"134,819",2021년 12월
10월,19,대온실 수리 보고서,김금희,창비,"82,050",2024년 10월
10월,20,엘리펀트 헤드,시라이 도모유키,내친구의서재,"17,860",2024년 10월
10월,21,급류,정대건,민음사,"61,761",2022년 12월
10월,22,사랑 후에 오는 것들 세트 - 전2권,공지영,(주)태일소담출판사,"13,711",2024년 8월
10월,23,한강 : 회복하는 인간 Convalescence,한강,도서출판 아시아,"27,609",2013년 6월
10월,24,[큰글자도서] 소년이 온다 1,한강,창비,"23,021",2017년 2월
10월,25,내 이름은 태양꽃,한강,문학동네,"25,153",2002년 3월
10월,26,그대의 차가운 손,한강,문학과지성사,"31,172",2002년 1월
10월,27,영원한 천국,정유정,은행나무,"80,267",2024년 8월
10월,28,달의 뒷면을 걷다,전혜진,폴라북스(현대문학),"2,205",2024년 10월
10월,29,데미안 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"93,420",2017년 1월
10월,30,구의 증명,최진영,은행나무,"70,465",2023년 4월
10월,31,몽고반점,한강,문학사상,"25,578",2005년 1월
10월,32,[큰글자도서] 소년이 온다 2,한강,창비,"11,867",2017년 2월
10월,33,"만해 한용운, 도올이 부른다 1",김용옥,통나무,"17,865",2024년 10월
10월,34,빛이 이끄는 곳으로,백희성,북로망스,"36,437",2024년 8월
10월,36,파친코 1,이민진,인플루엔셜(주),"51,492",2022년 7월
10월,37,바우키스의 말,배수아,은행나무,"5,160",2024년 10월
10월,38,파친코 2,이민진,인플루엔셜(주),"49,799",2022년 8월
10월,39,홍학의 자리,정해연,엘릭시르,"45,113",2021년 7월
10월,40,당신이 누군가를 죽였다,히가시노 게이고,북다,"67,552",2024년 7월
10월,41,"만해 한용운, 도올이 부른다 2",김용옥,통나무,"15,230",2024년 10월
10월,42,푸른 들판을 걷다,클레어 키건,다산책방,"43,122",2024년 8월
10월,43,조금 망한 사랑,김지연,문학동네,"18,340",2024년 10월
10월,44,비 그친 오후의 헌책방,야기사와 사토시,다산책방,"24,739",2024년 8월
10월,45,바깥은 여름,김애란,문학동네,"43,699",2017년 6월
10월,46,원더풀 랜드,더글라스 케네디,밝은세상,"9,535",2024년 10월
10월,47,몬스터 1,넬레 노이하우스,북로드,"10,140",2024년 10월
10월,48,1984,조지 오웰,민음사,"68,228",2003년 6월
10월,50,빛과 멜로디,조해진,문학동네,"19,020",2024년 8월
10월,51,세상의 마지막 기차역 (리커버 에디션),무라세 다케시,모모,"54,758",2022년 5월
10월,52,데미안,헤르만 헤세,민음사,"103,297",2000년 12월
10월,53,음악소설집 音樂小說集,김애란,프란츠,"37,545",2024년 6월
10월,54,이처럼 사소한 것들,클레어 키건,다산책방,"236,370",2023년 11월
10월,55,1984 (오리지널 초판본 표지 디자인),조지 오웰,코너스톤,"31,243",2020년 6월
10월,56,몬스터 2,넬레 노이하우스,북로드,"9,300",2024년 10월
10월,57,소드 아트 온라인 26,카와하라 레키,서울문화사,"5,100",2024년 10월
10월,58,지구별 인간,무라타 사야카,비채,"14,193",2022년 9월
10월,59,인간 실격,다자이 오사무,민음사,"81,492",2004년 5월
10월,60,86 에이티식스 Alter.1,아사토 아사토,데이즈엔터(주),세일즈 포인트 정보 없음,2024년 11월
10월,61,싯다르타,헤르만 헤세,민음사,"56,030",2002년 1월
10월,62,수레바퀴 아래서 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"42,009",2017년 1월
10월,63,2024 김승옥문학상 수상작품집,조경란,문학동네,"6,795",2024년 10월
10월,64,나는 소망한다 내게 금지된 것을,양귀자,쓰다,"41,368",2019년 4월
10월,65,더 디너,헤르만 코흐,민음사,"5,660",2024년 8월
10월,66,이방인,알베르 카뮈,민음사,"58,642",2019년 9월
10월,67,파과 (리커버),구병모,위즈덤하우스,"39,243",2018년 4월
10월,68,맡겨진 소녀,클레어 키건,다산책방,"86,363",2023년 4월
10월,69,우연은 비켜 가지 않는다,줄리언 반스,다산책방,"38,300",2024년 9월
10월,70,멋진 신세계,올더스 헉슬리,(주)태일소담출판사,"39,922",2015년 6월
10월,71,두 사람의 인터내셔널,김기태,문학동네,"62,847",2024년 5월
10월,72,리틀 라이프 1,한야 야나기하라,시공사,"65,757",2016년 6월
10월,73,리틀 라이프 2,한야 야나기하라,시공사,"52,687",2016년 6월
10월,74,흐르는 강물처럼,셸리 리드,다산책방,"44,205",2024년 1월
10월,75,시티 뷰,우신영,다산책방,세일즈 포인트 정보 없음,2024년 9월
10월,76,불편한 편의점 (벚꽃 에디션),김호연,나무옆의자,"186,097",2021년 4월
10월,77,노르웨이의 숲,무라카미 하루키,민음사,세일즈 포인트 정보 없음,2017년 8월
10월,78,면도날,서머싯 몸,민음사,"35,296",2009년 6월
10월,79,노트북,니컬러스 스파크스,모모,"6,900",2024년 5월
10월,80,종의 기원,정유정,은행나무,"45,907",2016년 5월
10월,81,사랑 후에 오는 것들 (츠지 히토나리),츠지 히토나리,(주)태일소담출판사,"2,648",2024년 8월
10월,82,브람스를 좋아하세요...,프랑수아즈 사강,민음사,"38,839",2008년 5월
10월,83,고양이를 처방해 드립니다 1,이시다 쇼,다산책방,"4,155",2024년 10월
10월,84,위대한 그의 빛,심윤경,문학동네,"4,560",2024년 9월
10월,85,철도원 삼대,황석영,창비,"26,812",2020년 6월
10월,86,사랑 후에 오는 것들 (공지영),공지영,(주)태일소담출판사,"3,743",2024년 8월
10월,87,백광,렌조 미키히코,모모,세일즈 포인트 정보 없음,2022년 2월
10월,88,밝은 밤,최은영,문학동네,"50,439",2021년 7월
10월,89,삼국지 원전 완역판 세트 - 전10권,요시카와 에이지,코너스톤,"25,828",2020년 3월
10월,90,"한강, 채식주의자 깊게 읽기",한귀은,더스토리,세일즈 포인트 정보 없음,2016년 6월
10월,91,인간 실격 (오리지널 초판본 표지 디자인),다자이 오사무,코너스톤,세일즈 포인트 정보 없음,2022년 1월
10월,93,소설 보다 : 가을 2024,권희진,문학과지성사,"9,630",2024년 9월
10월,94,사바삼사라 서 세트 - 전2권,J. 김보영,디플롯,"14,888",2024년 9월
10월,95,말하고 싶은 비밀,사쿠라 이이요,모모,"18,718",2023년 12월
10월,96,저주토끼,정보라,래빗홀,"16,204",2023년 4월
10월,97,지구 끝의 온실,김초엽,자이언트북스,"45,617",2021년 8월
10월,98,기묘한 이야기들,올가 토카르추크,민음사,"10,210",2024년 10월
10월,99,참을 수 없는 존재의 가벼움 (리커버),밀란 쿤데라,민음사,"70,351",2018년 6월
10월,100,"낭만 수의사, 희망을 처방합니다",린리신,모모,"7,100",2024년 9월
11월,1,소년이 온다,한강,창비,"1,544,378",2014년 5월
11월,2,작별하지 않는다,한강,문학동네,"1,025,288",2021년 9월
11월,3,채식주의자 (리마스터판),한강,창비,"930,168",2022년 3월
11월,4,흰,한강,문학동네,"333,522",2018년 4월
11월,7,희랍어 시간,한강,문학동네,"202,986",2011년 11월
11월,8,모순,양귀자,쓰다,"165,396",2013년 4월
11월,10,모우어,천선란,문학동네,"46,895",2024년 11월
11월,11,작은 땅의 야수들,김주혜,다산책방,"122,660",2023년 6월
11월,12,"만해 한용운, 도올이 부른다 1",김용옥,통나무,"17,865",2024년 10월
11월,13,이처럼 사소한 것들,클레어 키건,다산책방,"236,370",2023년 11월
11월,14,리버 1,오쿠다 히데오,은행나무,"19,560",2024년 11월
11월,15,급류,정대건,민음사,"61,761",2022년 12월
11월,16,이중 하나는 거짓말,김애란,문학동네,"135,149",2024년 8월
11월,17,미로장의 참극,요코미조 세이시,시공사,"15,935",2024년 11월
11월,18,"만해 한용운, 도올이 부른다 2",김용옥,통나무,"15,230",2024년 10월
11월,19,데미안 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"93,420",2017년 1월
11월,20,언젠가 우리가 같은 별을 바라본다면,차인표,해결책,"134,819",2021년 12월
11월,21,여수의 사랑,한강,문학과지성사,"76,845",2018년 11월
11월,22,"바람이 분다, 가라",한강,문학과지성사,"91,007",2010년 2월
11월,23,리버 2,오쿠다 히데오,은행나무,"15,785",2024년 11월
11월,24,패배 히로인이 너무 많아! 6,아마모리 타키비,데이즈엔터(주),"9,650",2024년 12월
11월,25,문학 속의 풍경들,누리아 솔소나,로즈윙클프레스,"3,025",2024년 11월
11월,27,대온실 수리 보고서,김금희,창비,"82,050",2024년 10월
11월,28,면도날,서머싯 몸,민음사,"35,296",2009년 6월
11월,29,조금 망한 사랑,김지연,문학동네,"18,340",2024년 10월
11월,30,검은 사슴,한강,문학동네,"54,028",2017년 12월
11월,31,하늘과 땅 식료품점,제임스 맥브라이드,미래지향,"14,018",2024년 8월
11월,32,어서 오세요 실력지상주의 교실에 2학년 편 12,키누가사 쇼고,㈜소미미디어,"8,100",2024년 11월
11월,33,싯다르타,헤르만 헤세,민음사,"56,030",2002년 1월
11월,34,구의 증명,최진영,은행나무,"70,465",2023년 4월
11월,35,내가 키운 S급들 1~5 + 굿즈 패키지 세트 - 전5권,근서,JAYPLEMEDIA,"32,050",2024년 12월
11월,36,창작자를 위한 지브리 스토리텔링,이누해,동녘,"12,615",2024년 11월
11월,38,예언자의 노래,폴 린치,은행나무,"17,515",2024년 11월
11월,40,내 여자의 열매,한강,문학과지성사,"51,537",2018년 11월
11월,41,스파이 코스트,테스 게리첸,미래지향,"11,925",2024년 11월
11월,42,수레바퀴 아래서 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"42,009",2017년 1월
11월,43,영원한 천국,정유정,은행나무,"80,267",2024년 8월
