월,순위,제목,저자,출판사,판매지수,출판 년월
6,88,검은머리 미군 대원수 1,명원,레드리버,판매지수 570,2023년 04월
6,89,테헤란로를 걷는 신라공주,이상훈,파람북,판매지수 228,2021년 10월
6,90,장길산 특별합본호 세트,황석영,창비,판매지수 786,2020년 12월
6,91,삼국지 6,나관중,창비,판매지수 312,2020년 12월
6,92,삼국지 4,나관중,창비,판매지수 252,2020년 12월
6,93,한강 4,조정래,해냄,판매지수 336,2020년 11월
6,94,이문열 초한지 4,이문열,알에이치코리아(RHK),판매지수 450,2020년 11월
6,95,이문열 삼국지 10,나관중,알에이치코리아(RHK),"판매지수 1,086",2020년 03월
6,96,오다 노부나가 1-7 세트,야마오카 소하치,솔,판매지수 234,2016년 03월
6,97,벤허,루 월리스,시공사,판매지수 474,2015년 12월
6,98,해를 품은 달 2,정은궐,파란 (파란미디어),판매지수 822,2011년 10월
6,99,해를 품은 달 1,정은궐,파란 (파란미디어),판매지수 828,2011년 10월
6,100,치우천왕기 1~6 세트,이우혁,엘릭시르,판매지수 336,2011년 05월
7,1,언젠가 우리가 같은 별을 바라본다면,차인표,해결책,"판매지수 361,692",2021년 12월
7,2,이문열 삼국지 세트,이문열,알에이치코리아(RHK),"판매지수 14,082",2020년 03월
7,3,이문열 삼국지 1,나관중,알에이치코리아(RHK),"판매지수 7,158",2020년 03월
7,4,황석영 정역 삼국지 세트,나관중,창비,"판매지수 7,302",2020년 12월
7,5,이름 없는 여자의 여덟 가지 인생,이미리내,위즈덤하우스,"판매지수 9,150",2024년 07월
7,6,고구려 7,김진명,이타북스,"판매지수 5,634",2021년 06월
7,7,이문열 삼국지 2,나관중,알에이치코리아(RHK),"판매지수 3,066",2020년 03월
7,8,아우구스투스,존 윌리엄스,구픽,"판매지수 3,282",2016년 08월
7,9,혼불 1,최명희,매안출판사,"판매지수 3,108",2009년 07월
7,10,혼불 3,최명희,매안출판사,"판매지수 2,922",2009년 07월
7,11,혼불 2,최명희,매안출판사,"판매지수 2,802",2009년 07월
7,12,신의 죽음,김진명,새움,"판매지수 2,556",2024년 03월
7,13,고구려 6,김진명,이타북스,"판매지수 2,484",2021년 06월
7,14,혼불 8,최명희,매안출판사,"판매지수 2,370",2009년 07월
7,15,혼불 7,최명희,매안출판사,"판매지수 2,310",2009년 07월
7,16,혼불 5,최명희,매안출판사,"판매지수 2,436",2009년 07월
7,17,혼불 4,최명희,매안출판사,"판매지수 2,298",2009년 07월
7,18,이문열 삼국지 5,나관중,알에이치코리아(RHK),"판매지수 1,884",2020년 03월
7,19,미스터 션샤인 2,김수연,알에이치코리아(RHK),"판매지수 3,474",2018년 10월
7,20,혼불 10,최명희,매안출판사,"판매지수 2,340",2009년 07월
7,21,혼불 9,최명희,매안출판사,"판매지수 2,508",2009년 07월
7,22,혼불 6,최명희,매안출판사,"판매지수 2,544",2009년 07월
7,23,대망 1,야마오카 소하치,동서문화사,"판매지수 3,762",2005년 04월
7,24,제주도우다 2,현기영,창비,"판매지수 2,688",2023년 07월
7,25,마리 앙투아네트 베르사유의 장미,슈테판 츠바이크,청미래,판매지수 978,2005년 09월
7,26,이문열 초한지 세트,이문열,알에이치코리아(RHK),"판매지수 1,632",2020년 11월
7,27,칼의 노래,김훈,문학동네,"판매지수 3,510",2012년 01월
7,28,제주도우다 3,현기영,창비,"판매지수 2,682",2023년 07월
7,29,고구려 5,김진명,이타북스,"판매지수 1,404",2021년 06월
7,30,현의 노래,김훈,문학동네,"판매지수 1,212",2012년 01월
7,31,규장각 각신들의 나날 1,정은궐,파란 (파란미디어),"판매지수 1,092",2009년 07월
7,32,아사달,김유수,자연과사람,판매지수 324,2024년 06월
7,33,훈민정음,박재성,가나북스,판매지수 456,2024년 02월
7,34,범도 1,방현석,문학동네,"판매지수 9,318",2023년 06월
7,35,이문열 삼국지 4,나관중,알에이치코리아(RHK),"판매지수 2,142",2020년 03월
7,36,규장각 각신들의 나날 2,정은궐,파란 (파란미디어),"판매지수 1,152",2009년 07월
7,37,다큐소설 여로,지만원,시스템,판매지수 264,2024년 06월
7,38,1026,김진명,새움,"판매지수 1,686",2024년 03월
7,39,고려거란전쟁 (하),길승수,들녘,"판매지수 6,234",2023년 11월
7,40,제주도우다 1,현기영,창비,"판매지수 2,916",2023년 07월
7,41,범도 2,방현석,문학동네,"판매지수 8,682",2023년 06월
7,42,흑뢰성,요네자와 호노부,리드비(READbie),"판매지수 2,448",2022년 09월
7,43,대망 1세트,야마오카 소하치,동서문화사,"판매지수 2,874",2005년 04월
7,44,대망 2,야마오카 소하치,동서문화사,"판매지수 1,512",2005년 04월
7,45,베니스의 개성상인 2,오세영,문예춘추사,"판매지수 1,026",2023년 02월
7,46,베니스의 개성상인 1,오세영,문예춘추사,"판매지수 1,074",2023년 01월
7,47,고구려 1부 : 땅을 다지다 세트,김진명,이타북스,"판매지수 2,598",2021년 06월
7,48,흑산 黑山,김훈,학고재,"판매지수 1,686",2011년 10월
7,49,해를 품은 달 2,정은궐,파란 (파란미디어),판매지수 822,2011년 10월
7,50,고구려 4,김진명,이타북스,"판매지수 1,350",2021년 06월
7,51,고구려 3,김진명,이타북스,"판매지수 1,404",2021년 06월
7,52,고구려 1,김진명,이타북스,"판매지수 1,422",2021년 06월
7,53,이문열 삼국지 3,나관중,알에이치코리아(RHK),"판매지수 2,352",2020년 03월
7,54,덕혜옹주,권비영,다산책방,"판매지수 1,110",2015년 10월
7,55,해를 품은 달 1,정은궐,파란 (파란미디어),판매지수 828,2011년 10월
7,56,바다의 도시 이야기 (상),시오노 나나미,한길사,판매지수 408,2002년 05월
7,57,고려거란전쟁 (상),길승수,들녘,"판매지수 6,618",2023년 11월
7,58,마리 앙투아네트 : 베르사유와 프랑스혁명,슈테판 츠바이크,이화북스,"판매지수 1,956",2023년 10월
7,59,한강 세트,조정래,해냄,"판매지수 1,122",2020년 11월
7,60,이문열 삼국지 6,나관중,알에이치코리아(RHK),"판매지수 1,680",2020년 03월
7,61,성균관 유생들의 나날 2,정은궐,파란 (파란미디어),판매지수 978,2009년 07월
7,62,성균관 유생들의 나날 1,정은궐,파란 (파란미디어),"판매지수 1,008",2009년 07월
7,63,레판토 해전,시오노 나나미,한길사,판매지수 456,2002년 09월
7,64,콘스탄티노플 함락,시오노 나나미,한길사,판매지수 696,2002년 09월
7,65,광개토태왕 담덕 8,엄광용,새움,"판매지수 1,836",2024년 03월
7,66,핵가족,한요셉,위즈덤하우스,판매지수 714,2023년 07월
7,67,흥화진의 별들,민강,역바연,"판매지수 2,262",2022년 12월
7,68,삼국지 1,나관중,창비,판매지수 978,2020년 12월
7,69,한강 1,조정래,해냄,판매지수 774,2020년 11월
7,70,이문열 삼국지 10,나관중,알에이치코리아(RHK),"판매지수 1,086",2020년 03월
7,71,이문열 삼국지 7,나관중,알에이치코리아(RHK),"판매지수 1,320",2020년 03월
7,72,둔황,이노우에 야스시,문학동네,판매지수 648,2010년 08월
7,73,리큐에게 물어라,야마모토 겐이치,문학동네,판매지수 594,2010년 03월
7,74,로도스섬 공방전,시오노 나나미,한길사,판매지수 564,2002년 09월
7,75,박경리 단편선,박경리,서문당,판매지수 360,1997년 09월
7,76,람세스 (1),크리스티앙 자크,문학동네,판매지수 456,1997년 03월
7,77,무명C의 노래,장주선,BOOKK(부크크),판매지수 192,2024년 04월
7,78,소설 손자병법,이동연,창해(새우와 고래),판매지수 726,2024년 05월
7,79,이문열 수호지 2,시내암,알에이치코리아(RHK),판매지수 222,2021년 06월
7,80,상도 1,최인호,여백출판사,"판매지수 1,056",2020년 11월
7,81,한강 2,조정래,해냄,판매지수 486,2020년 11월
7,82,이문열 초한지 1,이문열,알에이치코리아(RHK),"판매지수 1,080",2020년 11월
7,83,이문열 삼국지 8,나관중,알에이치코리아(RHK),"판매지수 1,026",2020년 03월
7,84,왜란 종결자 세트,이우혁,엘릭시르,판매지수 594,2015년 03월
7,85,대망 6,야마오카 소하치,동서문화사,판매지수 498,2005년 04월
7,86,드리나 강의 다리,이보 안드리치,문학과지성사,판매지수 876,2005년 02월
7,87,소설 손자병법 세트,정비석,은행나무,"판매지수 1,878",2002년 11월
7,88,오경석,김상규,목선재,판매지수 402,2024년 07월
7,89,국본,서자영,고즈넉이엔티,판매지수 432,2024년 08월
7,90,단종으로 플레이한다 9,다물,어울림출판사,판매지수 48,2024년 07월
7,91,구이원 8 명도전 전쟁,무곡성,삼현미디어,판매지수 60,2024년 06월
7,92,한의 노래,고석호,생각방앗간,판매지수 78,2024년 06월
7,93,잃어버린 대지,오세영,델피노,판매지수 162,2024년 06월
7,94,무명C의 노래 2,장주선,BOOKK(부크크),판매지수 84,2024년 05월
7,95,조선과 꿈,홍윤철,페스트북,판매지수 306,2024년 05월
7,96,옥중 다큐소설 : 전두환,지만원,시스템,"판매지수 2,262",2024년 04월
7,97,감찰무녀전,김이삭,고즈넉이엔티,"판매지수 1,494",2024년 01월
7,98,쿄코와 쿄지,한정현,문학과지성사,판매지수 618,2023년 09월
7,99,광개토태왕 담덕 7,엄광용,새움,판매지수 648,2023년 07월
7,100,물로 씌어진 이름 제1부 광복 세트,복거일,백년동안,판매지수 528,2023년 07월
8,1,언젠가 우리가 같은 별을 바라본다면,차인표,해결책,"판매지수 361,692",2021년 12월
8,2,범도 1,방현석,문학동네,"판매지수 9,318",2023년 06월
8,3,범도 2,방현석,문학동네,"판매지수 8,682",2023년 06월
8,4,이름 없는 여자의 여덟 가지 인생,이미리내,위즈덤하우스,"판매지수 9,150",2024년 07월
8,5,이문열 삼국지 세트,이문열,알에이치코리아(RHK),"판매지수 14,082",2020년 03월
