월,순위,제목,저자,출판사,판매지수,출판 년월
2,44,종이 동물원,켄 리우,황금가지,"판매지수 7,821",2018년 11월
2,45,로즈웰 가는 길,코니 윌리스,아작,판매지수 936,2024년 02월
2,46,선더헤드,닐 셔스터먼,열린책들,"판매지수 2,712",2023년 02월
2,47,라마와의 랑데부,아서 C. 클라크,아작,"판매지수 1,944",2017년 03월
2,48,종소리,닐 셔스터먼,열린책들,"판매지수 2,334",2023년 02월
2,49,쿼런틴,그렉 이건,허블,"판매지수 5,010",2022년 12월
2,50,파운데이션 완전판 세트,아이작 아시모프,황금가지,"판매지수 3,816",2013년 10월
2,51,얼마나 닮았는가,김보영,아작,"판매지수 1,974",2020년 10월
2,52,은하수를 여행하는 히치하이커를 위한 안내서 합본,더글러스 애덤스,책세상,"판매지수 8,313",2005년 12월
2,53,레디 플레이어 투,어니스트 클라인,에이콘출판사,"판매지수 1,362",2024년 02월
2,54,듄 신장판 5,프랭크 허버트,황금가지,"판매지수 1,602",2021년 01월
2,55,미래로 가는 사람들,김보영,새파란상상 (파란미디어),"판매지수 3,954",2020년 05월
2,56,목소리를 드릴게요,정세랑,아작,"판매지수 4,353",2020년 01월
2,57,나 같은 기계들,이언 매큐언,문학동네,"판매지수 1,284",2023년 08월
2,58,듄 신장판 6,프랭크 허버트,황금가지,"판매지수 1,236",2021년 01월
2,59,듄 신장판 4,프랭크 허버트,황금가지,"판매지수 1,986",2021년 01월
2,60,오류가 발생했습니다,이산화,안전가옥,"판매지수 1,008",2024년 02월
2,61,시간을 거슬러 간 나비,듀나,읻다,판매지수 642,2024년 02월
2,62,내가 행복한 이유,그렉 이건,허블,"판매지수 1,788",2022년 08월
2,63,므레모사,김초엽,현대문학,"판매지수 2,544",2021년 12월
2,64,당신을 기다리고 있어,김보영,새파란상상 (파란미디어),"판매지수 11,112",2020년 05월
2,65,"아이, 로봇",아이작 아시모프,우리교육,"판매지수 6,327",2008년 07월
2,66,고양이 2,베르나르 베르베르,열린책들,"판매지수 2,112",2018년 05월
2,67,고양이 1,베르나르 베르베르,열린책들,"판매지수 2,352",2018년 05월
2,68,SF 명예의 전당 1,아이작 아시모프,오멜라스,"판매지수 1,512",2010년 06월
2,69,대여금고,그렉 이건,허블,"판매지수 2,862",2024년 02월
2,70,악의 유전학,임야비,쌤앤파커스,"판매지수 1,332",2023년 09월
2,71,라스트 젤리 샷,청예,허블,"판매지수 2,757",2023년 08월
2,72,7인의 집행관,김보영,폴라북스,"판매지수 1,440",2023년 07월
2,73,여자와 여자의 세상,스즈키 이즈미,문학과지성사,판매지수 372,2023년 09월
2,74,당신이 보고 싶어하는 세상,장강명,문학동네,"판매지수 5,556",2023년 07월
2,75,행성 2,베르나르 베르베르,열린책들,"판매지수 1,584",2022년 05월
2,76,은밀한 결정,오가와 요코,문학동네,판매지수 966,2021년 10월
2,77,파운데이션,아이작 아시모프,황금가지,"판매지수 1,698",2013년 10월
2,78,은하수를 여행하는 히치하이커를 위한 안내서 4,더글러스 애덤스,책세상,"판매지수 1,668",2005년 01월
2,79,미래 변호사 이난영,권유수,안전가옥,판매지수 372,2024년 01월
2,80,파피용,베르나르 베르베르,열린책들,"판매지수 4,074",2023년 12월
2,81,노 휴먼스 랜드,김정,창비,"판매지수 3,462",2023년 07월
2,82,개의 설계사,단요,아작,판매지수 600,2023년 06월
2,83,SF 보다 Vol.1 얼음,곽재식,문학과지성사,판매지수 582,2023년 04월
2,84,기억 2,베르나르 베르베르,열린책들,"판매지수 1,536",2020년 05월
2,85,당신에게 가고 있어,김보영,새파란상상 (파란미디어),"판매지수 4,920",2020년 05월
2,86,나는 입이 없다 그리고 나는 비명을 질러야 한다,이수현,아작,"판매지수 2,760",2017년 07월
